# ALPHA = 0.5
# NUMBER_OF_TESTS = 11

# _SET1_  VARIABLE = Astrocytes (set)
# _SET1_  NGENES = 288
# _SET1_  P-VALUE = 0.0203568
_SET1_   GENE         CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET3_   DMXL1          5  118371839  118594822    924      63  159614     -0.11906      0.61889    5.6534e-05     -0.11911
_SET3_   HSD17B4        5  118753138  118888030    732      64  231235       2.5137    0.0082555    5.6534e-05       2.5136
_SET3_   PRR16          5  119764973  120033009   1548     121  298606     0.015439      0.56262    5.6534e-05     0.015382
_SET3_   SNX2           5  122075691  122180234    557      44  299037    -0.077339      0.51696    5.6534e-05    -0.077396
_SET3_   CEP120         5  122670579  122794286    528      43  299733     -0.69868      0.74404    5.6534e-05     -0.69874
_SET3_   CSNK1G3        5  122812793  122962739    549      52  214705     -0.74167       0.7951    5.6534e-05     -0.74173
_SET3_   GRAMD2B        5  125660788  125839853    885     134  258997     -0.55506      0.78921    5.6534e-05     -0.55512
_SET3_   SLC12A2        5  127384483  127535380    495      56  200311       1.0419      0.19035    5.6534e-05       1.0419
_SET3_   ADAMTS19       5  128761103  129084376   1414      83  273067       2.8267    0.0033082    5.6534e-05       2.8267
_SET3_   CHSY3          5  129205389  129532327   1361      74  194803      0.13165       0.4971    5.6534e-05       0.1316
_SET3_   CDC42SE2       5  130564702  130740383    673      60  142075     -0.55131      0.77973    5.6534e-05     -0.55137
_SET3_   KIF3A          5  132018323  132108265    355      43  185747     -0.99725      0.87195    5.6534e-05      -0.9973
_SET3_   AFF4           5  132201071  132334354    621      48  207707       1.0217      0.17519    5.6534e-05       1.0217
_SET3_   HSPA4          5  132352662  132450709    476      46  245123     -0.74766      0.79337    5.6534e-05     -0.74771
_SET3_   FSTL4          5  132522152  132983223   2270     225  269385      0.80862      0.34396    5.6534e-05      0.80856
_SET3_   SKP1           5  133482082  133547724    325      37  195077      -1.5817      0.95777    5.6534e-05      -1.5817
_SET3_   CDKL3          5  133561817  133741805    635      37  197191      -1.4364      0.93832    5.6534e-05      -1.4364
_SET3_   UBE2B          5  133671843  133737799    242      38  185419      -1.2463      0.92488    5.6534e-05      -1.2464
_SET3_   DDX46          5  134059461  134176811    394      53  136794       1.0466       0.2132    5.6534e-05       1.0465
_SET3_   MACROH2A1      5  134660071  134770645    386      53  205930      -1.5733      0.96207    5.6534e-05      -1.5734
_SET3_   SMAD5          5  135433536  135528422    369      32  259339     -0.53081      0.69323    5.6534e-05     -0.53086
_SET3_   KLHL3          5  136943189  137185310    853     100  200498     -0.48639       0.7633    5.6534e-05     -0.48644
_SET3_   FAM13B         5  137263638  137422650    641      46  223836      0.82619      0.22371    5.6534e-05      0.82613
_SET3_   NME5           5  137440861  137510132    227      58  191374       1.9231     0.044348    5.6534e-05        1.923
_SET3_   KDM3B          5  137653285  137782716    515      54  262798        3.316   0.00056974    5.6534e-05       3.3159
_SET3_   REEP2          5  137739690  137792658    223      48  296922       3.4237   0.00039441    5.6534e-05       3.4236
_SET3_   HSPA9          5  137880571  137946318    246      45  239601     -0.95612      0.85572    5.6534e-05     -0.95617
_SET3_   SIL1           5  138272409  138569065    954      82  200761      -1.6103      0.96151    5.6534e-05      -1.6104
_SET3_   PAIP2          5  138642519  138715409    203      68  165941      -1.1306      0.92352    5.6534e-05      -1.1307
_SET3_   UBE2D2         5  138905751  139018019    401      44  239254      0.79985      0.25437    5.6534e-05       0.7998
_SET3_   NRG2           5  139216364  139457884    860     127  216733     -0.19004      0.69206    5.6534e-05     -0.19009
_SET3_   PURA           5  139458708  139509001    113      41  179637     -0.77233      0.84871    5.6534e-05     -0.77239
_SET3_   CYSTM1         5  139519653  139633374    413      36  233291      0.89182      0.19296    5.6534e-05      0.89176
_SET3_   HARS1          5  140043490  140106681    245      37  200847     -0.81987      0.81793    5.6534e-05     -0.81992
_SET3_   DIAPH1         5  140884588  141033622    601      64  225183      0.68706      0.30062    5.6534e-05      0.68701
_SET3_   HDAC3          5  140990443  141051423    274      65  267886      0.93275      0.22193    5.6534e-05       0.9327
_SET3_   NDFIP1         5  141453324  141544008    488      42  304961     -0.51132      0.68436    5.6534e-05     -0.51138
_SET3_   ARHGAP26       5  142114881  142618572   2269     184  228528      -1.0956      0.93096    5.6534e-05      -1.0957
_SET3_   NR3C1          5  142647496  143148322   2204     165  241848      -1.3344      0.94787    5.6534e-05      -1.3344
_SET3_   KCTD16         5  143515437  143868097   1305      78  230894     -0.93885      0.85215    5.6534e-05     -0.93891
_SET3_   LARS1          5  145482589  145597294    574      25  289749     -0.64116      0.70347    5.6534e-05     -0.64122
_SET3_   TCERG1         5  145791873  145901071    466      59  310496      -1.5165      0.94463    5.6534e-05      -1.5165
_SET3_   DPYSL3         5  146760371  146924619    666      89  150230     -0.57291      0.80282    5.6534e-05     -0.57297
_SET3_   JAKMIP2        5  146955002  147197411   1163      76  218810      0.65803      0.30494    5.6534e-05      0.65797
_SET3_   ABLIM3         5  148486054  148650002    761      75  253940      -0.3952      0.68851    5.6534e-05     -0.39526
_SET3_   CSNK1A1        5  148863896  148966115    374      52  214517    -0.024331      0.56539    5.6534e-05    -0.024387
_SET3_   PDGFRB         5  149483402  149570447    444      87  248617    -0.043261      0.59043    5.6534e-05    -0.043317
_SET3_   CAMK2A         5  149589054  149704403    577     119  201504     -0.26061      0.71268    5.6534e-05     -0.26066
_SET3_   DCTN4          5  150078309  150173657    367      37  236275       1.5446     0.077209    5.6534e-05       1.5446
_SET3_   ANXA6          5  150470267  150572443    668      97  296362      0.97777      0.19567    5.6534e-05      0.97771
_SET3_   SPARC          5  151030657  151101615    315      59  207028   -0.0014864      0.55859    5.6534e-05   -0.0015429
_SET3_   GRIA1          5  152835084  153203429   1883     136  321146     -0.26684      0.66202    5.6534e-05     -0.26689
_SET3_   LARP1          5  154027224  154207167    700      94  263310     0.063675      0.55141    5.6534e-05     0.063618
_SET3_   SGCD           5  155427147  156204799   4000     164  260811     -0.87551      0.87651    5.6534e-05     -0.87557
_SET3_   CYFIP2         5  156658091  156832606    781      60  324485     -0.96559      0.82998    5.6534e-05     -0.96565
_SET3_   CLINT1         5  157202751  157321183    607      45  283611      -1.5086      0.93497    5.6534e-05      -1.5087
_SET3_   EBF1           5  158112916  158561788   1642     142  253287      -1.9487      0.98635    5.6534e-05      -1.9487
_SET3_   RNF145         5  158574417  158672061    375      60  250272      -1.3238      0.92632    5.6534e-05      -1.3239
_SET3_   TTC1           5  159401156  159502550    472      52  226685       2.7034    0.0052043    5.6534e-05       2.7033
_SET3_   GABRB2         5  160705426  161010130   1324      99  254991     -0.89864      0.86014    5.6534e-05     -0.89869
_SET3_   GABRA1         5  161239197  161336965    467      58  250580     0.025579      0.52651    5.6534e-05     0.025523
_SET3_   GABRG2         5  161459648  161592545    452      98  242112       1.2534      0.15387    5.6534e-05       1.2534
_SET3_   TENM2          5  166371083  167701162   5628     430  235755     -0.72953      0.89887    5.6534e-05     -0.72958
_SET3_   PANK3          5  167972628  168041614    283      47  181473      0.48735      0.37477    5.6534e-05      0.48729
_SET3_   SLIT3          5  168078738  168763133   3968     334  271286       1.8737     0.089159    5.6534e-05       1.8736
_SET3_   KCNIP1         5  169745491  170173636   2362     250  267559       1.3954       0.1765    5.6534e-05       1.3953
_SET3_   RANBP17        5  170253880  170737454   1967      62  222510     0.090999      0.48284    5.6534e-05     0.090942
_SET3_   FBXW11         5  171278553  171468877    582      67  180751     -0.21053      0.67182    5.6534e-05     -0.21059
_SET3_   ERGIC1         5  172226223  172389688    895     139  245012       1.2068      0.17519    5.6534e-05       1.2067
_SET3_   CREBRF         5  172448355  172576291    505      51  279258       1.8483     0.035122    5.6534e-05       1.8483
_SET3_   CPEB4          5  173280331  173397313    535      42  282579      -1.3766      0.91377    5.6534e-05      -1.3766
_SET3_   NSG2           5  173437607  173546182    480      55  259519      0.28431      0.43929    5.6534e-05      0.28426
_SET3_   SFXN1          5  174870514  174966745    634      69  243932      0.57059      0.32173    5.6534e-05      0.57053
_SET3_   CPLX2          5  175188542  175321024    609      72  245439      -1.2732      0.91707    5.6534e-05      -1.2732
_SET3_   SIMC1          5  175630370  175782992    479      56  242439      0.65228      0.29283    5.6534e-05      0.65222
_SET3_   FAF2           5  175840356  175947075    389      61  264499       1.2906      0.11726    5.6534e-05       1.2905
_SET3_   SNCB           5  176037210  176092557    271      52  177369      -1.1022      0.90065    5.6534e-05      -1.1023
_SET3_   UIMC1          5  176322006  176468795    737      40  296758      0.22469      0.41231    5.6534e-05      0.22463
_SET3_   ZNF346         5  176414681  176518189    530      36  299426     0.076698      0.46881    5.6534e-05     0.076641
_SET3_   NSD1           5  176525026  176737214    846      50  271401      0.85031      0.21544    5.6534e-05      0.85025
_SET3_   FAM193B        5  176936790  177016548    277      47  227403     0.068807       0.5125    5.6534e-05     0.068751
_SET3_   RUFY1          5  178942562  179047027    556      53  244495       1.1289      0.14171    5.6534e-05       1.1288
_SET3_   HNRNPH1        5  179031179  179085722    275      50  224223     -0.37147      0.69009    5.6534e-05     -0.37152
_SET3_   CANX           5  179090019  179168642    361      52  240476     -0.93722      0.84818    5.6534e-05     -0.93728
_SET3_   MAPK9          5  179650594  179754071    761      66  241769      0.36155      0.39063    5.6534e-05      0.36149
_SET3_   RACK1          5  180653928  180706209    264      34  273505     -0.94925      0.84869    5.6534e-05     -0.94931
_SET3_   EXOC2          6     475138     728141   1361     123  287328      -0.7244      0.82176    5.6534e-05     -0.72446
_SET3_   GMDS           6    1614035    2280868   3216     204  229508      -1.9087      0.98903    5.6534e-05      -1.9088
_SET3_   SERPINB6       6    2938393    3007399    396      61  302559      0.30281      0.40256    5.6534e-05      0.30275
_SET3_   NQO2           6    2965067    3029997    486      56  334840      0.74965      0.22801    5.6534e-05       0.7496
_SET3_   PRPF4B         6    3986563    4075217    427      55  293055     -0.98752      0.84909    5.6534e-05     -0.98758
_SET3_   CDYL           6    4671393    4965778   1491     167  241712      0.54807      0.41657    5.6534e-05      0.54801
_SET3_   LYRM4          6    5037395    5296172   1507      96  274202      -1.7493      0.96826    5.6534e-05      -1.7493
_SET3_   FARS2          6    5226251    5781816   3105     274  261873      0.24435      0.60376    5.6534e-05      0.24429
_SET3_   SSR1           6    7271283    7348541    598      56  294631      0.34002      0.37182    5.6534e-05      0.33996
_SET3_   HIVEP1         6   11977724   12222270   1313     124  254479     0.064147       0.5583    5.6534e-05      0.06409
_SET3_   PHACTR1        6   12681888   13300476   2952     170  244162       1.6238     0.094346    5.6534e-05       1.6237
_SET3_   GFOD1          6   13353587   13522869    898     106  224556      0.67721      0.32101    5.6534e-05      0.67715
_SET3_   RANBP9         6   13611730   13746796    505      70  218477      -0.7512      0.81587    5.6534e-05     -0.75126
_SET3_   JARID2         6   15211206   15532273   1679     119  237434     -0.69546      0.82009    5.6534e-05     -0.69552
_SET3_   DTNBP1         6   15513032   15698289    889      65  235352     -0.92767      0.84835    5.6534e-05     -0.92773
_SET3_   ATXN1          6   16289343   16796721   2645     280  257707     -0.32377       0.8017    5.6534e-05     -0.32383
_SET3_   CAP2           6   17358447   17568023   1019     103  233639      0.70046      0.29626    5.6534e-05       0.7004
_SET3_   NUP153         6   17605266   17742065    741      75  251846     -0.40185      0.71079    5.6534e-05      -0.4019
