# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE         CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
ZNF25         10   38228500   38300584    365      44  221138       1.0333    5.6534e-05       1.0333
ZNF33A        10   38264578   38363946    503      38  233747      0.84354    5.6534e-05      0.84348
ZNF37A        10   38348264   38422280    406      39  264204      0.66021    5.6534e-05      0.66015
ZNF33B        10   43074532   43169016    499      62  209767       1.4474    5.6534e-05       1.4474
BMS1          10   43242954   43340385    536      49  246932      0.20656    5.6534e-05       0.2065
RET           10   43537517   43635799    591      68  289887     -0.89561    5.6534e-05     -0.89567
CSGALNACT2    10   43598893   43690756    427      55  261372     -0.98192    5.6534e-05     -0.98197
RASGEF1A      10   43679983   43797367    671      75  257427        -2.11    5.6534e-05        -2.11
FXYD4         10   43832092   43881783    256      46  244174      -1.1323    5.6534e-05      -1.1323
HNRNPF        10   43871065   43939696    384      43  273344     -0.49147    5.6534e-05     -0.49153
ZNF239        10   44041792   44105066    279      40  290549      0.74037    5.6534e-05      0.74031
ZNF485        10   44066855   44123352    281      54  303663      0.92178    5.6534e-05      0.92172
ZNF32         10   44129307   44179326    256      31  266410     -0.56946    5.6534e-05     -0.56951
CXCL12        10   44855601   44915545    476      67  267036      0.75386    5.6534e-05       0.7538
TMEM72        10   45371764   45440642    399      60  182664      0.13282    5.6534e-05      0.13276
RASSF4        10   45420183   45501337    445      94  243771     0.076115    5.6534e-05     0.076058
ZNF22         10   45461273   45510777    248      59  241877       -1.799    5.6534e-05       -1.799
DEPP1         10   45461709   45509330    235      58  243023      -1.7772    5.6534e-05      -1.7772
OR13A1        10   45788102   45846056    423      28  267455     0.074751    5.6534e-05     0.074694
ALOX5         10   45834624   45951569    652      62  265575      0.62219    5.6534e-05      0.62214
MARCHF8       10   45940033   46125354    887      33  228146       1.6233    5.6534e-05       1.6233
ZFAND4        10   46101039   46203251    376      29  259310       1.1256    5.6534e-05       1.1256
WASHC2C       10   46187648   46298412    183      35  157379      0.84103    5.6534e-05      0.84097
AGAP4         10   46311040   46393501      1       1    3700      -1.9607    5.6534e-05      -1.9608
SYT15         10   46945444   47006400     51      35    4227     -0.76721    5.6534e-05     -0.76727
GPRIN2        10   46958003   47015654     53      32    4107     -0.23407    5.6534e-05     -0.23413
NPY4R         10   47048534   47098320     51      24    4023       1.0362    5.6534e-05       1.0361
ANXA8L1       10   47147983   47209180     13       7    4380    -0.045722    5.6534e-05    -0.045778
ANTXRL        10   47623233   47711443    684      59   86138       0.8088    5.6534e-05      0.80874
ZNF488        10   48320029   48383866    285      56  191210     -0.12323    5.6534e-05     -0.12329
RBP3          10   48371487   48425991    235      63  178909     -0.15088    5.6534e-05     -0.15094
GDF2          10   48403092   48451853    228      65  240262     -0.36945    5.6534e-05      -0.3695
GDF10         10   48415785   48474138    272      69  258481      -1.0251    5.6534e-05      -1.0252
PTPN20        10   48727042   48862942      4       2    6711      -0.3327    5.6534e-05     -0.33276
FAM25C        10   49193372   49242825     21      11    7632      0.71798    5.6534e-05      0.71793
FRMPD2        10   49354602   49517941    646      70  179174       0.6108    5.6534e-05      0.61074
MAPK8         10   49479682   49657403    735      60  246907      0.12432    5.6534e-05      0.12426
ARHGAP22      10   49644068   49899310   1396     142  281618     -0.27086    5.6534e-05     -0.27092
WDFY4         10   49857907   50201001   1828     144  290691     -0.89802    5.6534e-05     -0.89808
LRRC18        10   50107528   50182980    438      76  287975     -0.94744    5.6534e-05     -0.94749
VSTM4         10   50212333   50358559    884      50  284807      -1.4073    5.6534e-05      -1.4074
FAM170B       10   50329199   50377065    337      44  287168     -0.36763    5.6534e-05     -0.36769
TMEM273       10   50353890   50431640    506      62  251025      -1.0432    5.6534e-05      -1.0432
C10orf71      10   50470118   50545537    502      72  262111      -1.4663    5.6534e-05      -1.4664
DRGX          10   50564161   50639062    419      64  230482      0.19458    5.6534e-05      0.19453
ERCC6         10   50652526   50782169    610      61  248544      -2.1779    5.6534e-05      -2.1779
PGBD3         10   50713151   50767327    268      44  272604      -2.3799    5.6534e-05        -2.38
CHAT          10   50782141   50883150    507     106  237721     -0.42046    5.6534e-05     -0.42052
SLC18A3       10   50783347   50830766    219      71  250049      -0.1871    5.6534e-05     -0.18715
C10orf53      10   50852684   50926956    412      55  246741      0.48958    5.6534e-05      0.48952
OGDHL         10   50932687   51005425    375      46  261595      0.24346    5.6534e-05      0.24341
PARG          10   51016325   51406346    259      43  194007      0.25745    5.6534e-05       0.2574
MSMB          10   51514553   51572517    272      37  229721      -1.5089    5.6534e-05       -1.509
NCOA4         10   51530108   51600734    259      52  222968      -1.4815    5.6534e-05      -1.4815
TIMM23        10   51582080   51658386     49      26  161224      -1.0669    5.6534e-05      -1.0669
AGAP6         10   51697867   51780259    108      42  128113      -1.2913    5.6534e-05      -1.2914
WASHC2A       10   51792610   51903269    235      41  181620     -0.97628    5.6534e-05     -0.97633
ASAH2         10   51937000   52043370    276      43  277648     -0.54802    5.6534e-05     -0.54808
SGMS1         10   52055345   52418737   1601      97  251520       1.5569    5.6534e-05       1.5569
ASAH2B        10   52464688   52526948    252      28  226515     -0.12557    5.6534e-05     -0.12563
A1CF          10   52549169   52680435    520      79  156570      0.60898    5.6534e-05      0.60893
PRKG1         10   52715911   54068110   7570     353  261640    -0.096793    5.6534e-05    -0.096849
CSTF2T        10   53445246   53494355    307      40  232643      -1.3706    5.6534e-05      -1.3707
DKK1          10   54039041   54087417    186      52  253139     -0.36225    5.6534e-05     -0.36231
MBL2          10   54515140   54567578    403      54  295879     -0.73931    5.6534e-05     -0.73936
PCDH15        10   55552531   56596051   6617     220  278904     -0.81805    5.6534e-05     -0.81811
MTRNR2L5      10   57323750   57370488    180      35  210984     -0.10454    5.6534e-05     -0.10459
ZWINT         10   58107016   58156063    168      52  157896      0.38971    5.6534e-05      0.38965
IPMK          10   59941278   60062694    659      28  296411     -0.50351    5.6534e-05     -0.50357
CISD1         10   59993862   60060752    360      25  297735     -0.39816    5.6534e-05     -0.39822
UBE2D1        10   60059739   60140513    344      51  256182     -0.78282    5.6534e-05     -0.78288
TFAM          10   60109903   60168990    275      56  267788      0.16455    5.6534e-05      0.16449
BICC1         10   60237774   60601194   1441     111  248611      0.38198    5.6534e-05      0.38193
PHYHIPL       10   60901348   61017815    471      46  182096      -1.2702    5.6534e-05      -1.2703
FAM13C        10   60995889   61157661    703      81  255340      0.80437    5.6534e-05      0.80432
SLC16A9       10   61400522   61504649    596      69  202578     -0.95173    5.6534e-05     -0.95179
MRLN          10   61486748   61548203    389      46  219419       1.3207    5.6534e-05       1.3207
CCDC6         10   61538505   61701414    948      53  298362       1.1689    5.6534e-05       1.1688
ANK3          10   61776056   62528284   3924     167  274965      0.13044    5.6534e-05      0.13039
CDK1          10   62503089   62564610    337      45  288588      0.50573    5.6534e-05      0.50567
RHOBTB1       10   62619196   62796198    753      85  261316     -0.76097    5.6534e-05     -0.76102
TMEM26        10   63156401   63248208    521      55  215117     0.018314    5.6534e-05     0.018258
CABCOCO1      10   63387709   63536524    772      50  301285      0.49931    5.6534e-05      0.49926
ARID5B        10   63626013   63866707   1113     157  240212      0.68105    5.6534e-05      0.68099
RTKN2         10   63932794   64063570    613      51  276339      0.23164    5.6534e-05      0.23158
ZNF365        10   64098916   64441771   1712     157  280332     -0.32683    5.6534e-05     -0.32688
ADO           10   64529516   64578239    193      45  279932     0.049253    5.6534e-05     0.049196
EGR2          10   64561756   64613927    261      31  301262     -0.20793    5.6534e-05     -0.20799
NRBF2         10   64858007   64924786    360      49  248556       0.4187    5.6534e-05      0.41864
JMJD1C        10   64916983   65260880   1530      65  224700      0.32153    5.6534e-05      0.32148
REEP3         10   65246113   65394883    648      59  264870      0.47839    5.6534e-05      0.47833
CTNNA3        10   67662276   69490949  10327     309  282055      0.17923    5.6534e-05      0.17917
LRRTM3        10   68650792   68871309   1022     100  242179     -0.63885    5.6534e-05     -0.63891
DNAJC12       10   69546427   69632937    358      49  261355     -0.36138    5.6534e-05     -0.36143
SIRT1         10   69609427   69688147    351      45  258857     -0.81592    5.6534e-05     -0.81598
HERC4         10   69671656   69870103    758      58  227549     -0.45771    5.6534e-05     -0.45776
MYPN          10   69830874   69981774    873      83  297871     -0.52477    5.6534e-05     -0.52482
ATOH7         10   69980352   70026870    246      39  328540    -0.018833    5.6534e-05     -0.01889
PBLD          10   70032417   70131115    443      40  290269      -1.2435    5.6534e-05      -1.2435
HNRNPH3       10   70056768   70112953    241      33  301913      -1.1984    5.6534e-05      -1.1984
RUFY2         10   70090864   70202051    498      48  243038      -1.4926    5.6534e-05      -1.4926
DNA2          10   70163821   70266878    558      40  300034      0.24736    5.6534e-05       0.2473
SLC25A16      10   70232090   70322280    427      36  313757     -0.93466    5.6534e-05     -0.93471
TET1          10   70285117   70464239    826      50  299897     -0.39092    5.6534e-05     -0.39097
CCAR1         10   70445956   70562134    497      49  232930      0.38799    5.6534e-05      0.38793
STOX1         10   70552294   70665209    537      59  280097       1.0248    5.6534e-05       1.0247
DDX50         10   70626034   70716603    440      54  274421      0.13961    5.6534e-05      0.13956
DDX21         10   70680879   70754825    328      43  268388       -0.441    5.6534e-05     -0.44105
KIFBP         10   70713477   70786739    357      44  273076     -0.53073    5.6534e-05     -0.53079
SRGN          10   70812828   70874567    295      36  281454     -0.49962    5.6534e-05     -0.49968
VPS26A        10   70848908   70942617    538      37  204061     -0.28154    5.6534e-05     -0.28159
SUPV3L1       10   70904993   70978854    434      38  207839      -0.1938    5.6534e-05     -0.19386
