Gene stable ID	Gene name	Gene % GC content	Gene type	HGNC symbol
ENSG00000269304	FKBP1AP1	54.40	processed_pseudogene	FKBP1AP1
ENSG00000105198	LGALS13	45.07	protein_coding	LGALS13
ENSG00000173480	ZNF417	45.26	protein_coding	ZNF417
ENSG00000213332	SLC25A5P6	52.48	processed_pseudogene	SLC25A5P6
ENSG00000204832	ST8SIA6-AS1	42.79	lncRNA	ST8SIA6-AS1
ENSG00000265069	AP002409.1	50.49	lncRNA	
ENSG00000213147	RPL23AP60	50.00	processed_pseudogene	RPL23AP60
ENSG00000282875	BX322534.1	54.77	processed_pseudogene	
ENSG00000130294	KIF1A	58.71	protein_coding	KIF1A
ENSG00000204148	LINC00474	36.55	lncRNA	LINC00474
ENSG00000121390	PSPC1	40.29	protein_coding	PSPC1
ENSG00000215899	AC209007.1	46.72	processed_pseudogene	
ENSG00000174279	EVX2	53.40	protein_coding	EVX2
ENSG00000286592	AL024495.1	42.92	lncRNA	
ENSG00000269867	AC010326.3	46.52	lncRNA	
ENSG00000274271	LILRP1	56.23	unprocessed_pseudogene	LILRP1
ENSG00000269519	AC005176.2	42.86	processed_pseudogene	
ENSG00000287664	AC005702.5	51.98	lncRNA	
ENSG00000228707	AL691426.1	41.16	lncRNA	
ENSG00000234688	AL049749.1	45.90	lncRNA	
ENSG00000275860	AC005702.4	59.05	unprocessed_pseudogene	
ENSG00000268153	AC005176.1	44.23	transcribed_unprocessed_pseudogene	
ENSG00000223815	DIAPH3-AS2	38.57	lncRNA	DIAPH3-AS2
ENSG00000175329	ISX	47.22	protein_coding	ISX
ENSG00000287773	Z80897.2	49.94	lncRNA	
ENSG00000187609	EXD3	57.00	protein_coding	EXD3
ENSG00000160447	PKN3	57.67	protein_coding	PKN3
ENSG00000258895	AC104390.1	59.42	processed_pseudogene	
ENSG00000162607	USP1	39.48	protein_coding	USP1
ENSG00000258631	AC110023.1	39.30	lncRNA	
ENSG00000227528	DIAPH3-AS1	36.80	lncRNA	DIAPH3-AS1
ENSG00000258831	AC103996.2	38.76	lncRNA	
ENSG00000270165	AC010530.1	50.64	lncRNA	
ENSG00000258785	LINC01580	38.15	lncRNA	LINC01580
ENSG00000275262	KIR3DL2	47.14	protein_coding	KIR3DL2
ENSG00000187151	ANGPTL5	36.98	protein_coding	ANGPTL5
ENSG00000238064	HCG25	45.47	lncRNA	HCG25
ENSG00000273068	Z99755.2	46.14	lncRNA	
ENSG00000238153	Z99755.1	48.56	processed_pseudogene	
ENSG00000237280	AL136982.3	42.61	lncRNA	
ENSG00000233080	LINC01399	45.97	transcribed_processed_pseudogene	LINC01399
ENSG00000137975	CLCA2	37.96	protein_coding	CLCA2
ENSG00000122376	SHLD2	40.46	protein_coding	SHLD2
ENSG00000235524	MTCO1P23	39.97	processed_pseudogene	MTCO1P23
ENSG00000171657	GPR82	35.16	protein_coding	GPR82
ENSG00000109756	RAPGEF2	36.75	protein_coding	RAPGEF2
ENSG00000226225	RPS18	46.88	protein_coding	RPS18
ENSG00000234717	TMEM212-AS1	39.00	lncRNA	TMEM212-AS1
ENSG00000106633	GCK	49.87	protein_coding	GCK
ENSG00000259724	LINC01581	39.04	lncRNA	LINC01581
ENSG00000186329	TMEM212	39.38	protein_coding	TMEM212
ENSG00000110318	CEP126	36.41	protein_coding	CEP126
ENSG00000233033	CASK-AS1	45.85	lncRNA	CASK-AS1
ENSG00000231152	MTND2P15	35.43	processed_pseudogene	MTND2P15
ENSG00000232386	AC015712.1	47.93	lncRNA	
ENSG00000249844	OR7E43P	49.78	unprocessed_pseudogene	OR7E43P
ENSG00000259015	AL442663.4	51.75	processed_pseudogene	
ENSG00000270733	AL355877.2	43.30	processed_pseudogene	
ENSG00000226794	MTND1P20	36.63	processed_pseudogene	MTND1P20
ENSG00000117500	TMED5	38.00	protein_coding	TMED5
ENSG00000226352	PSPC1-AS2	40.29	lncRNA	PSPC1-AS2
ENSG00000130695	CEP85	44.68	protein_coding	CEP85
ENSG00000239544	AL442663.1	48.90	processed_pseudogene	
ENSG00000258754	LINC01579	39.22	lncRNA	LINC01579
ENSG00000235943	TMEM212-IT1	32.92	lncRNA	TMEM212-IT1
ENSG00000185177	ZNF479	39.47	protein_coding	ZNF479
ENSG00000262008	AC010547.5	58.10	unprocessed_pseudogene	
ENSG00000227408	AMYP1	33.70	unprocessed_pseudogene	AMYP1
ENSG00000197616	MYH6	53.35	protein_coding	MYH6
ENSG00000287899	AC055714.1	40.37	lncRNA	
ENSG00000016490	CLCA1	40.09	protein_coding	CLCA1
ENSG00000184254	ALDH1A3	48.81	protein_coding	ALDH1A3
ENSG00000187733	AMY1C	34.04	protein_coding	AMY1C
ENSG00000160446	ZDHHC12	61.42	protein_coding	ZDHHC12
ENSG00000099795	NDUFB7	57.47	protein_coding	NDUFB7
ENSG00000248616	AC109439.1	43.22	processed_pseudogene	
ENSG00000255364	SMILR	37.26	lncRNA	SMILR
ENSG00000225191	AL136455.1	44.44	processed_pseudogene	
ENSG00000282647	LINC01070	50.18	lncRNA	LINC01070
ENSG00000227354	RBM26-AS1	37.59	lncRNA	RBM26-AS1
ENSG00000268243	RPS29P30	45.05	processed_pseudogene	RPS29P30
ENSG00000234636	MED14OS	45.61	lncRNA	MED14OS
ENSG00000282706	LINC01043	47.13	lncRNA	LINC01043
ENSG00000223745	CCDC18-AS1	39.07	lncRNA	CCDC18-AS1
ENSG00000282737	LINC01044	52.53	lncRNA	LINC01044
ENSG00000258627	AC103996.1	42.16	transcribed_processed_pseudogene	
ENSG00000263443	AC100872.2	42.66	lncRNA	
ENSG00000259123	AC103996.3	38.07	lncRNA	
ENSG00000180182	MED14	38.86	protein_coding	MED14
ENSG00000255325	AC108136.1	41.27	lncRNA	
ENSG00000243646	IL10RB	46.78	protein_coding	IL10RB
ENSG00000128714	HOXD13	49.88	protein_coding	HOXD13
ENSG00000253819	LINC01151	42.26	lncRNA	LINC01151
ENSG00000260350	AC012173.1	57.21	lncRNA	
ENSG00000077327	SPAG6	38.39	protein_coding	SPAG6
ENSG00000139746	RBM26	34.26	protein_coding	RBM26
ENSG00000153048	CARHSP1	55.97	protein_coding	CARHSP1
ENSG00000170178	HOXD12	62.57	protein_coding	HOXD12
ENSG00000267751	AC009005.1	53.95	lncRNA	
ENSG00000077009	NMRK2	57.79	protein_coding	NMRK2
ENSG00000249861	LGALS16	45.55	protein_coding	LGALS16
ENSG00000236915	CLCA4-AS1	37.92	lncRNA	CLCA4-AS1
ENSG00000186314	PRELID2	38.53	protein_coding	PRELID2
ENSG00000261433	AC002347.1	56.93	lncRNA	
ENSG00000274378	AC005702.3	62.34	unprocessed_pseudogene	
ENSG00000226481	ACTR3BP2	42.46	processed_pseudogene	ACTR3BP2
ENSG00000224466	CDCA4P2	60.86	processed_pseudogene	CDCA4P2
ENSG00000153923	CLCA3P	34.28	transcribed_unprocessed_pseudogene	CLCA3P
ENSG00000259154	DUX4L17	65.59	unprocessed_pseudogene	DUX4L17
ENSG00000234898	CHEK2P3	45.70	unprocessed_pseudogene	CHEK2P3
ENSG00000259029	DUX4L18	66.46	unprocessed_pseudogene	DUX4L18
ENSG00000229071	PRRT1	58.62	protein_coding	PRRT1
ENSG00000128710	HOXD10	49.31	protein_coding	HOXD10
ENSG00000235147	AC128677.1	49.10	processed_pseudogene	
ENSG00000223816	IGKV1OR2-2	50.10	unprocessed_pseudogene	IGKV1OR2-2
ENSG00000228001	TRIM40	42.69	protein_coding	TRIM40
ENSG00000258991	DUX4L19	68.75	unprocessed_pseudogene	DUX4L19
ENSG00000249360	AC034232.1	58.93	processed_pseudogene	
ENSG00000228567	VN1R4	48.00	protein_coding	VN1R4
ENSG00000286156	AC026273.1	43.55	transcribed_unprocessed_pseudogene	
ENSG00000287909	AC007497.2	37.90	lncRNA	
ENSG00000250583	AC034232.2	42.98	lncRNA	
ENSG00000078487	ZCWPW1	44.82	protein_coding	ZCWPW1
ENSG00000128713	HOXD11	61.60	protein_coding	HOXD11
ENSG00000261405	AC136944.3	44.62	transcribed_unprocessed_pseudogene	
ENSG00000269758	AC092070.4	47.67	lncRNA	
ENSG00000172922	RNASEH2C	55.64	protein_coding	RNASEH2C
ENSG00000287329	FP326651.1	53.94	lncRNA	
ENSG00000189348	FAM90A27P	55.17	transcribed_unprocessed_pseudogene	FAM90A27P
ENSG00000280286	FRG1KP	35.85	unprocessed_pseudogene	FRG1KP
ENSG00000153827	TRIP12	38.19	protein_coding	TRIP12
ENSG00000212989	AC124293.1	33.67	processed_pseudogene	
ENSG00000063127	SLC6A16	43.07	protein_coding	SLC6A16
ENSG00000163098	BIRC8	48.47	transcribed_processed_pseudogene	BIRC8
ENSG00000269118	FAM90A28P	48.07	transcribed_unprocessed_pseudogene	FAM90A28P
ENSG00000237192	TRIM10	45.78	protein_coding	TRIM10
ENSG00000232044	SILC1	43.35	lncRNA	SILC1
ENSG00000259882	AC142384.1	47.65	unprocessed_pseudogene	
ENSG00000016602	CLCA4	37.99	protein_coding	CLCA4
ENSG00000181924	COA4	46.64	protein_coding	COA4
ENSG00000254778	AL662828.1	52.71	protein_coding	
ENSG00000239626	RPSAP41	44.42	processed_pseudogene	RPSAP41
ENSG00000188833	ENTPD8	67.44	protein_coding	ENTPD8
ENSG00000256980	KHDC1L	52.09	protein_coding	KHDC1L
ENSG00000174677	VN1R6P	48.73	unitary_pseudogene	VN1R6P
ENSG00000229852	AC019205.1	45.59	lncRNA	
ENSG00000274346	AC016999.2	46.69	unprocessed_pseudogene	
ENSG00000213799	ZNF845	44.14	protein_coding	ZNF845
ENSG00000256898	AP002770.2	42.48	processed_pseudogene	
ENSG00000249363	AC011411.1	40.91	processed_pseudogene	
ENSG00000139219	COL2A1	55.38	protein_coding	COL2A1
ENSG00000243501	AL365232.1	41.99	protein_coding	
ENSG00000225493	LINC01107	49.28	lncRNA	LINC01107
ENSG00000234279	LINC01937	45.45	lncRNA	LINC01937
ENSG00000182853	VMO1	62.75	protein_coding	VMO1
ENSG00000137815	RTF1	45.65	protein_coding	RTF1
ENSG00000286160	AC113618.2	43.80	lncRNA	
ENSG00000234882	EIF3EP1	39.97	processed_pseudogene	EIF3EP1
ENSG00000260518	BMS1P8	43.18	transcribed_unprocessed_pseudogene	BMS1P8
ENSG00000196578	OR5AC2	39.68	protein_coding	OR5AC2
ENSG00000224252	AC113618.1	40.00	processed_pseudogene	
ENSG00000261737	AL049597.2	44.33	lncRNA	
ENSG00000275832	ARHGAP23	55.44	protein_coding	ARHGAP23
ENSG00000135314	KHDC1	44.69	protein_coding	KHDC1
ENSG00000206256	PPT2	50.54	protein_coding	PPT2
ENSG00000274163	KIR3DP1	49.26	unprocessed_pseudogene	KIR3DP1
ENSG00000275276	KIR2DL1	48.43	protein_coding	KIR2DL1
ENSG00000108849	PPY	60.60	protein_coding	PPY
ENSG00000174744	BRMS1	55.88	protein_coding	BRMS1
ENSG00000213940	AC026477.1	53.57	processed_pseudogene	
ENSG00000280254	AC233723.2	51.00	TEC	
ENSG00000182327	GLTPD2	69.50	protein_coding	GLTPD2
ENSG00000188747	NOXA1	62.38	protein_coding	NOXA1
ENSG00000172977	KAT5	55.16	protein_coding	KAT5
ENSG00000097033	SH3GLB1	36.11	protein_coding	SH3GLB1
ENSG00000220563	PKMP3	49.23	processed_pseudogene	PKMP3
ENSG00000203875	SNHG5	40.99	lncRNA	SNHG5
ENSG00000264016	AC015908.3	48.09	lncRNA	
ENSG00000239912	RPL39P36	37.82	processed_pseudogene	RPL39P36
ENSG00000251360	KHDC1P1	53.21	transcribed_unprocessed_pseudogene	KHDC1P1
ENSG00000258283	AC011603.3	54.51	lncRNA	
ENSG00000203326	ZNF525	43.64	protein_coding	ZNF525
ENSG00000234435	LINC01432	41.53	lncRNA	LINC01432
ENSG00000133028	SCO1	41.24	protein_coding	SCO1
ENSG00000171224	FAM241B	56.18	protein_coding	FAM241B
ENSG00000251090	OR5AC4P	31.02	transcribed_unprocessed_pseudogene	OR5AC4P
ENSG00000142507	PSMB6	52.73	protein_coding	PSMB6
ENSG00000260370	AC215217.1	33.41	lncRNA	
ENSG00000248365	POU5F1P7	42.70	processed_pseudogene	POU5F1P7
ENSG00000234862	AL035258.1	32.16	lncRNA	
ENSG00000249225	AC117460.1	35.77	lncRNA	
ENSG00000286748	AC145625.2	49.93	lncRNA	
ENSG00000273518	KIR3DL1	48.43	protein_coding	KIR3DL1
ENSG00000262870	CYCSP40	50.34	processed_pseudogene	CYCSP40
ENSG00000225170	AL049737.1	32.29	processed_pseudogene	
ENSG00000226992	AC145625.1	40.79	lncRNA	
ENSG00000286242	AC018797.3	37.92	lncRNA	
ENSG00000234912	SNHG20	48.65	lncRNA	SNHG20
ENSG00000225321	LINC01427	40.58	lncRNA	LINC01427
ENSG00000246560	UBE2D3-AS1	39.07	lncRNA	UBE2D3-AS1
ENSG00000137825	ITPKA	59.71	protein_coding	ITPKA
ENSG00000233608	TWIST2	50.47	protein_coding	TWIST2
ENSG00000285254	AL513128.2	61.66	protein_coding	
ENSG00000268941	LINC01711	59.36	lncRNA	LINC01711
ENSG00000234726	AC245060.3	48.72	processed_pseudogene	
ENSG00000231192	OR5H1	35.42	protein_coding	OR5H1
ENSG00000286810	AL513128.3	43.07	lncRNA	
ENSG00000235645	LINC02651	50.57	lncRNA	LINC02651
ENSG00000228318	AP001610.2	45.37	lncRNA	
ENSG00000233451	AL513128.1	36.86	lncRNA	
ENSG00000260276	AC022167.2	53.94	lncRNA	
ENSG00000168298	HIST1H1E	60.08	protein_coding	HIST1H1E
ENSG00000063854	HAGH	53.32	protein_coding	HAGH
ENSG00000169575	VPREB1	58.83	protein_coding	VPREB1
ENSG00000241069	AC125388.1	42.31	transcribed_processed_pseudogene	
ENSG00000230469	RPL5P26	42.08	processed_pseudogene	RPL5P26
ENSG00000249435	AC022137.2	60.29	processed_pseudogene	
ENSG00000140854	KATNB1	56.58	protein_coding	KATNB1
ENSG00000235095	AC099654.2	41.62	unprocessed_pseudogene	
ENSG00000184857	TMEM186	47.70	protein_coding	TMEM186
ENSG00000131096	PYY	48.49	protein_coding	PYY
ENSG00000146834	MEPCE	58.79	protein_coding	MEPCE
ENSG00000157601	MX1	47.01	protein_coding	MX1
ENSG00000286436	AC099654.15	39.91	lncRNA	
ENSG00000270838	AL121912.1	65.13	processed_pseudogene	
ENSG00000284876	AC015908.6	48.44	lncRNA	
ENSG00000108733	PEX12	42.42	protein_coding	PEX12
ENSG00000196417	ZNF765	44.73	protein_coding	ZNF765
ENSG00000264176	MAGOH2P	40.59	transcribed_processed_pseudogene	MAGOH2P
ENSG00000226575	MYL8P	44.02	processed_pseudogene	MYL8P
ENSG00000236032	OR5H14	36.08	protein_coding	OR5H14
ENSG00000279278	AC245060.6	45.94	lncRNA	
ENSG00000270935	AL021808.1	46.73	processed_pseudogene	
ENSG00000236346	NFKBIL1	48.10	protein_coding	NFKBIL1
ENSG00000232639	LYPLA2P1	58.33	processed_pseudogene	LYPLA2P1
ENSG00000266114	AC015908.4	48.31	lncRNA	
ENSG00000283268	TEX54	60.00	protein_coding	TEX54
ENSG00000237297	AL713922.1	56.33	unprocessed_pseudogene	
ENSG00000259939	AC022167.1	46.91	lncRNA	
ENSG00000240813	AC015908.1	46.92	processed_pseudogene	
ENSG00000283431	AC099654.6	36.40	unprocessed_pseudogene	
ENSG00000260764	AC007224.1	46.53	processed_pseudogene	
ENSG00000133316	WDR74	51.65	protein_coding	WDR74
ENSG00000178188	SH2B1	51.11	protein_coding	SH2B1
ENSG00000237634	LINC01556	48.11	protein_coding	LINC01556
ENSG00000274422	AC245060.5	28.70	lncRNA	
ENSG00000227744	LINC01940	52.38	lncRNA	LINC01940
ENSG00000259087	AL121790.2	35.21	lncRNA	
ENSG00000263508	AC015908.2	44.35	lncRNA	
ENSG00000234630	AC245060.2	64.97	lncRNA	
ENSG00000258414	AL121790.1	36.00	lncRNA	
ENSG00000183044	ABAT	47.34	protein_coding	ABAT
ENSG00000232132	NDFIP2-AS1	42.24	lncRNA	NDFIP2-AS1
ENSG00000158553	POM121L2	42.74	protein_coding	POM121L2
ENSG00000231537	MTCO3P10	38.86	unprocessed_pseudogene	MTCO3P10
ENSG00000187824	TMEM220	40.31	protein_coding	TMEM220
ENSG00000284474	AC099654.12	34.30	unprocessed_pseudogene	
ENSG00000283547	AC099654.7	38.77	unprocessed_pseudogene	
ENSG00000102471	NDFIP2	35.47	protein_coding	NDFIP2
ENSG00000230511	NOP56P1	46.77	processed_pseudogene	NOP56P1
ENSG00000211644	IGLV1-51	57.23	IG_V_gene	IGLV1-51
ENSG00000220758	VN1R10P	36.46	unprocessed_pseudogene	VN1R10P
ENSG00000108828	VAT1	54.69	protein_coding	VAT1
ENSG00000235460	CR753651.1	48.77	lncRNA	
ENSG00000211643	IGLV5-52	53.00	IG_V_gene	IGLV5-52
ENSG00000270647	TAF15	46.76	protein_coding	TAF15
ENSG00000216331	HIST1H1PS1	50.93	unprocessed_pseudogene	HIST1H1PS1
ENSG00000276021	WDR81	57.65	protein_coding	WDR81
ENSG00000277157	HIST1H4D	57.37	protein_coding	HIST1H4D
ENSG00000233505	KRT18P1	58.15	processed_pseudogene	KRT18P1
ENSG00000225604	LINC01623	43.08	lncRNA	LINC01623
ENSG00000276170	AC244153.1	56.75	lncRNA	
ENSG00000211645	IGLV1-50	57.28	IG_V_gene	IGLV1-50
ENSG00000224158	RPL13P	56.80	processed_pseudogene	RPL13P
ENSG00000259604	AC015712.4	49.22	lncRNA	
ENSG00000227380	HCG15	49.22	lncRNA	HCG15
ENSG00000272779	AC245060.4	42.89	transcribed_unprocessed_pseudogene	
ENSG00000274290	HIST1H2BE	41.16	protein_coding	HIST1H2BE
ENSG00000239940	AL662865.1	47.50	lncRNA	
ENSG00000286129	AC245060.7	46.09	lncRNA	
ENSG00000152377	SPOCK1	42.80	protein_coding	SPOCK1
ENSG00000285006	AC005280.3	40.86	lncRNA	
ENSG00000225724	ASH2LP3	43.18	unprocessed_pseudogene	ASH2LP3
ENSG00000282924	AC136428.4	34.83	unprocessed_pseudogene	
ENSG00000223350	IGLV9-49	59.89	IG_V_gene	IGLV9-49
ENSG00000196866	HIST1H2AD	62.85	protein_coding	HIST1H2AD
ENSG00000261456	TUBB8	43.20	protein_coding	TUBB8
ENSG00000232515	AC245060.1	49.44	unprocessed_pseudogene	
ENSG00000283064	AL353759.1	42.83	lncRNA	
ENSG00000211647	IGLV5-48	51.01	IG_V_gene	IGLV5-48
ENSG00000214513	NOTO	50.25	protein_coding	NOTO
ENSG00000158373	HIST1H2BD	42.24	protein_coding	HIST1H2BD
ENSG00000254756	AP001107.6	62.52	lncRNA	
ENSG00000261580	ENPP7P13	65.25	processed_pseudogene	ENPP7P13
ENSG00000211648	IGLV1-47	57.66	IG_V_gene	IGLV1-47
ENSG00000260308	AC136428.2	73.83	processed_pseudogene	
ENSG00000174791	RIN1	62.23	protein_coding	RIN1
ENSG00000237428	ASH2LP2	44.59	processed_pseudogene	ASH2LP2
ENSG00000278456	AC015712.7	43.31	lncRNA	
ENSG00000270467	IGHV3OR16-12	50.66	IG_V_gene	IGHV3OR16-12
ENSG00000235137	HSP90AB6P	44.95	processed_pseudogene	HSP90AB6P
ENSG00000211649	IGLV7-46	53.38	IG_V_gene	IGLV7-46
ENSG00000197409	HIST1H3D	62.29	protein_coding	HIST1H3D
ENSG00000229567	AL139421.1	35.50	processed_pseudogene	
ENSG00000103353	UBFD1	47.04	protein_coding	UBFD1
ENSG00000261153	AC136428.3	47.69	processed_pseudogene	
ENSG00000232603	AC245291.3	53.08	unprocessed_pseudogene	
ENSG00000277224	HIST1H2BF	42.73	protein_coding	HIST1H2BF
ENSG00000211650	IGLV5-45	53.27	IG_V_gene	IGLV5-45
ENSG00000271178	IGHV3OR16-13	51.12	IG_V_gene	IGHV3OR16-13
ENSG00000259376	AC090907.1	49.78	lncRNA	
ENSG00000234267	TULP3P1	38.62	transcribed_processed_pseudogene	TULP3P1
ENSG00000265182	SRP72P1	42.17	processed_pseudogene	SRP72P1
ENSG00000259680	AC136428.1	50.67	protein_coding	
ENSG00000211651	IGLV1-44	56.53	IG_V_gene	IGLV1-44
ENSG00000217159	LARP1P1	55.48	processed_pseudogene	LARP1P1
ENSG00000263400	TMEM220-AS1	47.05	lncRNA	TMEM220-AS1
ENSG00000282988	AL031777.3	47.53	protein_coding	
ENSG00000270924	AC140658.6	56.21	unprocessed_pseudogene	
ENSG00000272329	AL353581.1	48.31	lncRNA	
ENSG00000272639	AC015712.5	50.16	lncRNA	
ENSG00000264464	LINC02837	47.07	lncRNA	LINC02837
ENSG00000129514	FOXA1	50.86	protein_coding	FOXA1
ENSG00000275865	SPACA7	41.46	protein_coding	SPACA7
ENSG00000271691	AC140658.7	58.95	unprocessed_pseudogene	
ENSG00000211652	IGLV7-43	53.39	IG_V_gene	IGLV7-43
ENSG00000181817	LSM10	50.71	protein_coding	LSM10
ENSG00000092330	TINF2	53.30	protein_coding	TINF2
ENSG00000223687	ZNF311	40.96	protein_coding	ZNF311
ENSG00000260312	AC140658.2	47.10	lncRNA	
ENSG00000165621	OXGR1	42.74	protein_coding	OXGR1
ENSG00000272808	AC015712.6	48.27	lncRNA	
ENSG00000258649	AL392023.1	43.04	lncRNA	
ENSG00000204684	AL133464.1	40.72	lncRNA	
ENSG00000259091	LINC00517	38.60	lncRNA	LINC00517
ENSG00000105171	POP4	50.37	protein_coding	POP4
ENSG00000285220	AC015908.7	46.62	lncRNA	
ENSG00000259583	AC015712.2	48.30	lncRNA	
ENSG00000139865	TTC6	37.99	protein_coding	TTC6
ENSG00000262165	AC233723.1	51.67	protein_coding	
ENSG00000170222	ADPRM	40.47	protein_coding	ADPRM
ENSG00000129657	SEC14L1	46.70	protein_coding	SEC14L1
ENSG00000143869	GDF7	54.59	protein_coding	GDF7
ENSG00000260247	SUB1P4	39.72	processed_pseudogene	SUB1P4
ENSG00000260751	AC008870.2	43.65	lncRNA	
ENSG00000270100	AC012065.4	40.06	lncRNA	
ENSG00000230279	LTA	57.77	protein_coding	LTA
ENSG00000233412	OR5H15	34.33	protein_coding	OR5H15
ENSG00000103356	EARS2	47.93	protein_coding	EARS2
ENSG00000259974	LINC00261	45.16	lncRNA	LINC00261
ENSG00000249321	OR5H5P	35.99	unprocessed_pseudogene	OR5H5P
ENSG00000135632	SMYD5	50.95	protein_coding	SMYD5
ENSG00000263388	AC002347.2	37.24	lncRNA	
ENSG00000158062	UBXN11	53.25	protein_coding	UBXN11
ENSG00000261607	AC140658.4	50.92	unprocessed_pseudogene	
ENSG00000263429	TMEM238L	49.77	protein_coding	TMEM238L
ENSG00000270401	AC140658.5	52.17	unprocessed_pseudogene	
ENSG00000235965	AP000431.2	33.45	lncRNA	
ENSG00000229289	AP000431.1	33.53	lncRNA	
ENSG00000205452	AC140658.1	46.92	lncRNA	
ENSG00000270791	DPRXP6	44.89	processed_pseudogene	DPRXP6
ENSG00000279542	AC015908.5	49.56	TEC	
ENSG00000233670	PIRT	47.93	protein_coding	PIRT
ENSG00000214031	AC092474.1	49.10	processed_pseudogene	
ENSG00000259755	AC090907.2	52.53	lncRNA	
ENSG00000223533	CCHCR1	51.86	protein_coding	CCHCR1
ENSG00000259842	IGHV3OR16-16	51.01	unprocessed_pseudogene	IGHV3OR16-16
ENSG00000278074	KIR2DL4	48.01	protein_coding	KIR2DL4
ENSG00000279322	AL035252.4	61.46	TEC	
ENSG00000149480	MTA2	52.42	protein_coding	MTA2
ENSG00000271620	IGHV3OR16-7	50.97	IG_V_pseudogene	IGHV3OR16-7
ENSG00000244753	RPL15P21	46.12	processed_pseudogene	RPL15P21
ENSG00000182836	PLCXD3	37.34	protein_coding	PLCXD3
ENSG00000270318	IGHV3OR16-11	50.11	IG_V_pseudogene	IGHV3OR16-11
ENSG00000263716	SLC25A51P2	42.97	processed_pseudogene	SLC25A51P2
ENSG00000198555	AC133561.1	60.65	unprocessed_pseudogene	
ENSG00000197586	ENTPD6	50.78	protein_coding	ENTPD6
ENSG00000206422	LRRC30	58.07	protein_coding	LRRC30
ENSG00000223949	ROR1-AS1	40.87	lncRNA	ROR1-AS1
ENSG00000282800	MIR22HG	56.95	lncRNA	MIR22HG
ENSG00000106278	PTPRZ1	35.60	protein_coding	PTPRZ1
ENSG00000237661	AC092474.2	56.47	processed_pseudogene	
ENSG00000260525	AC140658.3	51.63	unprocessed_pseudogene	
ENSG00000238222	MKRN4P	53.19	processed_pseudogene	MKRN4P
ENSG00000260781	ARHGAP23P1	53.85	transcribed_unprocessed_pseudogene	ARHGAP23P1
ENSG00000232801	SDCBPP3	39.73	processed_pseudogene	SDCBPP3
ENSG00000026751	SLAMF7	43.99	protein_coding	SLAMF7
ENSG00000185483	ROR1	40.97	protein_coding	ROR1
ENSG00000189145	AC092268.1	46.17	processed_pseudogene	
ENSG00000137691	CFAP300	39.98	protein_coding	CFAP300
ENSG00000256690	AP001160.1	55.64	lncRNA	
ENSG00000125798	FOXA2	62.01	protein_coding	FOXA2
ENSG00000254175	IGLVI-42	57.00	IG_V_pseudogene	IGLVI-42
ENSG00000226467	AGPAT1	50.59	protein_coding	AGPAT1
ENSG00000254073	IGLVVII-41-1	54.97	IG_V_pseudogene	IGLVVII-41-1
ENSG00000253818	IGLV1-41	57.09	IG_V_pseudogene	IGLV1-41
ENSG00000246331	AC010198.1	38.63	lncRNA	
ENSG00000233124	LINC00456	40.61	lncRNA	LINC00456
ENSG00000235884	LINC00941	40.64	lncRNA	LINC00941
ENSG00000206439	TNF	52.85	protein_coding	TNF
ENSG00000211653	IGLV1-40	58.80	IG_V_gene	IGLV1-40
ENSG00000258118	PPIAP44	46.33	processed_pseudogene	PPIAP44
ENSG00000224144	ASH2LP1	41.12	processed_pseudogene	ASH2LP1
ENSG00000279693	AC099521.2	56.77	TEC	
ENSG00000177452	AL161742.1	51.03	processed_pseudogene	
ENSG00000285517	AC010198.2	44.70	lncRNA	
ENSG00000253889	IGLVI-38	54.86	IG_V_pseudogene	IGLVI-38
ENSG00000259048	AL392023.2	37.09	lncRNA	
ENSG00000228056	CFL1P3	52.65	processed_pseudogene	CFL1P3
ENSG00000203930	LINC00632	39.56	lncRNA	LINC00632
ENSG00000211654	IGLV5-37	54.03	IG_V_gene	IGLV5-37
ENSG00000258696	AL359233.1	43.80	lncRNA	
ENSG00000284928	AL445205.1	50.65	lncRNA	
ENSG00000285831	AC027329.1	36.84	lncRNA	
ENSG00000132600	PRMT7	48.59	protein_coding	PRMT7
ENSG00000274406	KIR2DS4	49.12	protein_coding	KIR2DS4
ENSG00000283230	AC099654.5	37.14	unprocessed_pseudogene	
ENSG00000261766	AC133550.3	53.53	lncRNA	
ENSG00000211655	IGLV1-36	56.10	IG_V_gene	IGLV1-36
ENSG00000286707	AC010896.1	45.55	lncRNA	
ENSG00000216866	RPS2P55	60.82	processed_pseudogene	RPS2P55
ENSG00000271980	AC012640.4	40.55	lncRNA	
ENSG00000230821	AC245291.2	43.79	processed_pseudogene	
ENSG00000225295	MTND4P4	36.31	unprocessed_pseudogene	MTND4P4
ENSG00000240052	AC108114.1	53.37	processed_pseudogene	
ENSG00000137225	CAPN11	51.57	protein_coding	CAPN11
ENSG00000251478	AC008817.1	41.97	processed_pseudogene	
ENSG00000274942	KIR2DP1	48.90	unprocessed_pseudogene	KIR2DP1
ENSG00000286126	AP001095.1	43.84	lncRNA	
ENSG00000283481	MTND4LP32	32.96	unprocessed_pseudogene	MTND4LP32
ENSG00000253631	IGLV7-35	52.33	IG_V_pseudogene	IGLV7-35
ENSG00000232535	OR5H8	36.18	polymorphic_pseudogene	OR5H8
ENSG00000287549	AC092268.2	43.57	lncRNA	
ENSG00000235405	HCG15	49.30	lncRNA	HCG15
